Manufacturer,Model,Type,Min.Price,Price,Max.Price,MPG.city,MPG.highway,AirBags,RPM,EngineSize
BMW,Model_316,SUV,9.1,38.2,18.2,21,36,Driver & Passenger,4676,4.8
Mercedes-Benz,Model_317,Midsize,15.5,33.3,63.1,37,44,None,5851,3.6
Chevrolet,Model_318,Sport,36.0,24.5,26.0,15,22,Driver only,5315,1.8
Honda,Model_319,SUV,42.7,49.9,30.5,24,35,Driver only,4986,4.2
Subaru,Model_320,Sport,11.7,40.2,19.9,32,38,Driver & Passenger,4512,3.6
Volkswagen,Model_321,Compact,28.9,54.9,32.0,26,32,Driver & Passenger,5529,4.7
Honda,Model_322,Van,17.8,17.6,45.7,17,42,None,4717,1.9
Chevrolet,Model_323,Small,13.6,14.0,38.8,19,36,Driver & Passenger,6491,1.5
Kia,Model_324,SUV,16.5,16.3,55.9,28,44,Driver & Passenger,4475,3.5
Chevrolet,Model_325,Large,29.6,22.1,46.0,29,42,Driver & Passenger,4903,4.7
Hyundai,Model_326,Small,10.9,28.8,26.0,26,35,Driver & Passenger,5004,4.1
Chevrolet,Model_327,Compact,24.3,48.8,41.5,18,28,None,4040,2.6
Honda,Model_328,Compact,13.4,22.8,15.4,30,43,Driver only,6426,2.7
Audi,Model_329,Small,18.5,51.2,42.8,25,40,Driver only,5898,2.3
Honda,Model_330,Large,15.5,30.8,32.7,18,31,Driver only,5955,4.7
Hyundai,Model_331,SUV,40.7,39.1,17.2,20,22,Driver & Passenger,6140,4.2
Toyota,Model_332,SUV,34.3,21.9,28.3,30,46,Driver & Passenger,6412,2.1
Mazda,Model_333,Small,40.2,17.0,59.6,16,28,None,5264,2.3
Audi,Model_334,Sport,22.5,49.1,43.1,27,35,Driver & Passenger,4257,4.0
Ford,Model_335,Midsize,19.9,14.9,59.9,22,24,Driver only,4989,2.7
Mazda,Model_336,Van,22.4,44.8,33.8,26,44,Driver & Passenger,5838,3.4
Toyota,Model_337,Sport,9.2,36.1,63.9,35,38,Driver & Passenger,4915,1.6
Volkswagen,Model_338,SUV,35.0,48.8,31.1,20,41,Driver & Passenger,4029,4.3
Subaru,Model_339,Midsize,21.3,42.3,52.1,17,32,None,5105,3.2
Hyundai,Model_340,Van,19.9,22.7,28.2,29,21,Driver & Passenger,6333,4.3
Hyundai,Model_341,Van,30.3,35.8,17.6,22,38,Driver & Passenger,5901,3.9
Ford,Model_342,Van,24.4,10.6,56.2,16,37,Driver & Passenger,4354,2.7
Audi,Model_343,Compact,44.3,31.4,52.4,30,31,Driver only,5337,3.7
Hyundai,Model_344,Van,21.5,13.9,55.5,27,37,Driver only,5858,1.2
Lexus,Model_345,Large,30.9,29.3,27.9,15,24,Driver & Passenger,4534,2.7
Kia,Model_346,Small,19.9,14.9,49.3,25,45,Driver & Passenger,4940,2.7
Chevrolet,Model_347,SUV,44.7,53.0,23.7,15,39,Driver & Passenger,5429,2.7
Audi,Model_348,Large,24.7,33.5,12.6,22,46,Driver only,6352,1.5
Subaru,Model_349,Small,31.6,51.1,57.9,16,39,None,6422,2.9
Kia,Model_350,Sport,13.1,11.0,39.7,27,27,Driver only,4252,4.0
Hyundai,Model_351,Sport,35.3,38.7,64.1,35,41,None,5967,2.3
Honda,Model_352,Small,18.3,23.8,32.4,16,35,Driver only,5598,4.3
Subaru,Model_353,Large,24.9,29.4,62.7,18,45,Driver only,4815,3.3
Toyota,Model_354,Small,40.7,49.3,44.6,16,21,Driver only,4892,3.9
Ford,Model_355,Van,43.9,54.1,39.1,27,32,Driver only,4666,4.6
Toyota,Model_356,Compact,24.0,21.1,28.0,18,20,Driver & Passenger,4479,2.9
Lexus,Model_357,SUV,39.0,52.7,55.7,35,24,Driver & Passenger,6104,4.4
Subaru,Model_358,Sport,10.4,41.0,55.9,29,42,Driver & Passenger,4779,1.6
Nissan,Model_359,SUV,39.4,52.8,34.1,35,40,Driver only,5489,4.1
Nissan,Model_360,Compact,31.5,35.3,50.5,26,31,Driver & Passenger,4849,4.3
Volkswagen,Model_361,Van,26.3,53.2,35.7,26,23,Driver & Passenger,4571,4.6
Audi,Model_362,Van,41.0,50.2,51.2,19,24,Driver & Passenger,4771,1.3
Hyundai,Model_363,Sport,39.4,15.8,64.7,24,30,Driver & Passenger,5505,1.5
Hyundai,Model_364,Sport,19.3,24.0,25.9,16,29,Driver only,5898,1.1
Chevrolet,Model_365,Van,37.4,20.9,45.6,22,27,Driver & Passenger,5084,3.0
Chevrolet,Model_366,Midsize,12.1,35.7,32.1,19,40,None,4243,1.8
Chevrolet,Model_367,SUV,38.5,46.1,41.1,36,28,Driver & Passenger,6462,3.3
Honda,Model_368,Compact,33.2,44.2,58.3,22,45,Driver only,5135,4.6
Mazda,Model_369,SUV,11.7,42.7,30.4,27,26,Driver & Passenger,4723,2.3
BMW,Model_370,Compact,33.4,26.9,15.8,27,46,Driver only,5039,1.0
Mazda,Model_371,Midsize,29.7,16.3,54.3,37,33,None,6410,4.6
Toyota,Model_372,Large,30.2,19.5,41.4,29,30,Driver & Passenger,5262,3.5
Mazda,Model_373,Compact,19.1,43.4,35.8,29,37,Driver & Passenger,5433,1.8
Honda,Model_374,SUV,18.2,16.6,21.7,25,44,None,5192,3.8
Volkswagen,Model_375,Small,36.3,20.0,16.9,37,37,None,4331,3.5
Toyota,Model_376,Van,17.9,29.1,26.8,24,41,None,5013,2.5
Mazda,Model_377,Van,24.8,13.2,50.1,20,27,Driver & Passenger,5303,1.8
Honda,Model_378,Midsize,33.9,19.6,33.8,19,21,Driver only,5015,5.0
BMW,Model_379,Compact,11.4,16.7,42.2,19,41,Driver & Passenger,4836,3.6
Mazda,Model_380,Large,30.2,52.8,16.3,22,40,Driver & Passenger,5461,1.0
Honda,Model_381,Compact,30.0,18.6,18.5,15,26,Driver & Passenger,6145,1.5
Lexus,Model_382,Van,33.5,48.8,12.6,16,45,None,5851,2.0
Chevrolet,Model_383,Sport,22.0,15.2,47.7,31,24,None,5900,4.3
Lexus,Model_384,Small,24.9,49.1,26.0,21,33,Driver & Passenger,6058,2.9
Hyundai,Model_385,Midsize,20.5,37.0,63.2,37,33,Driver & Passenger,5608,1.2
Chevrolet,Model_386,Sport,38.0,48.2,28.3,23,22,Driver & Passenger,6261,2.1
Hyundai,Model_387,SUV,13.3,49.0,31.3,18,25,Driver only,6087,4.9
Mercedes-Benz,Model_388,Large,43.6,36.8,36.9,21,42,Driver & Passenger,4438,4.1
Ford,Model_389,Sport,31.7,51.3,28.9,24,36,Driver & Passenger,6478,1.0
Lexus,Model_390,SUV,40.9,36.3,55.3,30,43,Driver & Passenger,4444,4.4
Ford,Model_391,Sport,24.1,42.1,58.4,24,27,Driver & Passenger,5743,1.8
Ford,Model_392,Large,20.6,28.7,12.6,21,39,Driver & Passenger,5609,2.3
BMW,Model_393,Sport,41.4,51.1,46.7,16,43,None,4033,1.5
Chevrolet,Model_394,Midsize,12.1,47.1,48.4,16,22,None,4061,1.0
Mercedes-Benz,Model_395,Van,12.8,17.5,63.0,22,34,Driver & Passenger,5102,3.0
Hyundai,Model_396,Compact,19.4,35.9,31.6,28,24,Driver & Passenger,5196,2.1
Honda,Model_397,Sport,43.5,50.4,22.3,32,38,None,6354,2.4
Toyota,Model_398,Midsize,31.6,45.7,39.6,15,21,Driver only,4352,1.7
Honda,Model_399,Compact,28.7,53.3,35.7,31,40,None,5081,4.2
Toyota,Model_400,SUV,34.2,20.4,54.0,31,27,Driver & Passenger,6170,1.7
Lexus,Model_401,Compact,23.7,26.5,59.9,36,28,None,5628,3.1
Nissan,Model_402,SUV,36.2,32.8,16.6,19,24,Driver & Passenger,4002,2.9
Honda,Model_403,Sport,22.9,20.5,56.9,30,22,Driver & Passenger,5289,4.7
Mazda,Model_404,Midsize,38.7,27.7,60.2,21,31,Driver & Passenger,4814,5.0
Mazda,Model_405,Van,18.3,34.2,61.0,29,22,Driver only,5946,4.6
Audi,Model_406,Sport,18.6,18.6,52.5,33,43,Driver & Passenger,4252,3.9
Chevrolet,Model_407,SUV,27.6,21.6,51.3,35,38,Driver & Passenger,5111,2.7
Toyota,Model_408,Large,24.2,15.6,12.8,16,35,Driver & Passenger,4309,1.5
Toyota,Model_409,Compact,32.2,42.1,60.8,30,44,Driver & Passenger,4531,4.5
Subaru,Model_410,Sport,21.8,26.3,30.6,23,45,None,5666,3.9
Volkswagen,Model_411,SUV,16.9,19.9,14.2,34,35,Driver & Passenger,4196,1.5
Chevrolet,Model_412,Compact,25.6,32.8,33.9,32,20,Driver & Passenger,5410,1.4
BMW,Model_413,SUV,29.0,13.1,50.8,24,36,Driver only,4935,3.7
Audi,Model_414,Midsize,13.7,51.6,35.4,34,40,Driver & Passenger,5989,4.6
BMW,Model_415,Small,28.8,23.3,52.2,35,39,Driver & Passenger,4462,1.9
Lexus,Model_416,Sport,20.2,49.9,39.0,18,22,Driver only,5402,2.6
Lexus,Model_417,Van,22.8,32.4,27.9,16,36,Driver only,5733,4.9
BMW,Model_418,Sport,18.7,48.3,22.8,28,42,Driver & Passenger,4022,4.8
BMW,Model_419,Compact,42.5,21.1,34.3,36,36,Driver & Passenger,5821,3.8
Mercedes-Benz,Model_420,Midsize,33.4,17.9,13.9,15,35,None,5583,2.9
Chevrolet,Model_421,SUV,18.1,48.2,34.4,22,25,Driver only,5236,2.5
BMW,Model_422,Large,32.0,19.6,15.6,25,45,None,4812,2.6
Mazda,Model_423,Van,39.5,43.6,58.5,15,37,Driver only,4036,3.0
Volkswagen,Model_424,Midsize,23.2,25.5,42.5,19,33,Driver & Passenger,4405,3.8
Volkswagen,Model_425,Sport,38.8,43.7,46.2,27,39,Driver only,5793,3.0
Ford,Model_426,Large,14.1,50.8,27.3,31,27,Driver & Passenger,5037,1.9
Nissan,Model_427,Midsize,38.5,54.2,24.0,24,38,None,4529,4.0
Lexus,Model_428,Small,28.2,26.2,49.5,37,28,Driver & Passenger,5201,2.8
Toyota,Model_429,Van,16.6,26.5,47.6,21,40,Driver only,4782,3.3
Subaru,Model_430,Compact,23.4,54.2,18.5,27,41,Driver only,4385,4.1
Hyundai,Model_431,Midsize,44.6,48.8,24.6,35,37,Driver only,4118,2.5
Toyota,Model_432,Midsize,37.1,12.0,62.2,18,20,Driver & Passenger,5898,4.7
Nissan,Model_433,Small,29.5,35.8,28.1,35,40,None,5353,3.0
Subaru,Model_434,Sport,12.7,18.2,13.4,27,36,Driver only,6079,3.8
Mercedes-Benz,Model_435,SUV,23.8,54.7,15.4,15,23,Driver & Passenger,4747,4.0
Chevrolet,Model_436,SUV,18.1,16.3,53.1,25,35,Driver & Passenger,5336,2.5
Honda,Model_437,Van,11.1,35.2,52.1,35,43,Driver & Passenger,6293,2.0
Chevrolet,Model_438,Van,28.3,39.9,32.2,23,31,Driver & Passenger,6364,4.7
Toyota,Model_439,Compact,41.0,52.2,20.1,27,32,None,4852,2.3
Toyota,Model_440,Midsize,33.2,48.1,38.4,25,21,Driver & Passenger,4815,1.4
Subaru,Model_441,Large,17.6,21.1,29.6,22,41,Driver only,4295,3.0
Subaru,Model_442,Midsize,29.4,35.8,31.8,21,31,Driver only,6115,4.3
Lexus,Model_443,SUV,42.9,52.9,25.8,36,29,Driver & Passenger,4863,2.1
Mercedes-Benz,Model_444,Compact,34.9,43.1,15.3,34,34,Driver & Passenger,4055,3.0
Lexus,Model_445,Midsize,33.7,41.0,53.9,29,24,Driver & Passenger,6099,2.4
Nissan,Model_446,Small,43.8,44.0,44.8,29,20,Driver & Passenger,5440,1.1
BMW,Model_447,SUV,37.7,24.5,56.2,35,27,Driver only,4981,1.6
Chevrolet,Model_448,Midsize,13.5,42.8,38.7,26,40,Driver & Passenger,5809,4.2
Subaru,Model_449,Midsize,21.2,20.5,64.2,31,44,Driver & Passenger,5434,4.7
Hyundai,Model_450,SUV,43.7,29.3,63.0,37,37,Driver & Passenger,4127,1.0
Nissan,Model_451,Large,26.4,50.0,26.4,20,25,Driver & Passenger,5468,4.4
Mazda,Model_452,SUV,12.6,10.9,32.5,27,42,Driver & Passenger,6072,3.9
Mercedes-Benz,Model_453,Small,25.2,28.6,51.9,30,20,Driver & Passenger,4060,3.7
Toyota,Model_454,Small,33.9,22.0,53.2,37,33,Driver only,4387,2.7
Lexus,Model_455,Midsize,44.9,18.9,60.3,15,29,Driver & Passenger,4670,2.3
Nissan,Model_456,Van,20.3,47.7,46.6,27,23,Driver & Passenger,5786,2.6
Hyundai,Model_457,Large,27.3,41.3,37.2,21,37,Driver & Passenger,4799,3.4
Chevrolet,Model_458,Midsize,40.6,15.1,32.0,27,42,None,4663,4.8
Subaru,Model_459,SUV,21.5,32.3,34.2,21,38,Driver only,6362,1.8
Toyota,Model_460,Midsize,12.5,31.0,57.1,22,44,Driver & Passenger,5908,4.9
Honda,Model_461,Compact,43.1,16.4,63.9,32,27,Driver & Passenger,5627,1.9
Hyundai,Model_462,Compact,26.3,46.0,14.8,31,31,Driver & Passenger,5226,4.4
Mercedes-Benz,Model_463,Van,26.9,26.5,42.8,30,29,Driver & Passenger,6247,3.6
Nissan,Model_464,Large,31.2,44.3,39.6,31,32,Driver & Passenger,5909,4.0
Audi,Model_465,Sport,8.6,18.6,31.9,22,26,Driver & Passenger,5940,4.3
Toyota,Model_466,Compact,42.5,24.2,57.1,21,43,Driver & Passenger,6163,1.0
Chevrolet,Model_467,Sport,21.7,14.3,42.5,32,36,None,6002,3.9
Ford,Model_468,Small,23.0,16.5,28.6,18,45,None,5705,5.0
Hyundai,Model_469,Compact,14.9,49.7,35.5,36,31,Driver & Passenger,5524,3.0
Kia,Model_470,Compact,22.3,14.9,30.9,16,25,Driver & Passenger,6456,3.2
Hyundai,Model_471,Large,37.8,14.3,34.8,30,42,Driver & Passenger,4564,1.4
BMW,Model_472,Van,37.7,52.3,15.8,32,26,Driver & Passenger,5416,2.4
Kia,Model_473,Sport,42.7,39.1,17.9,37,32,Driver & Passenger,4169,3.5
Chevrolet,Model_474,SUV,23.2,14.5,45.1,22,33,None,4243,1.5
Mazda,Model_475,Compact,34.4,53.7,48.3,28,44,None,5084,2.3
Lexus,Model_476,Compact,27.0,16.6,45.7,32,42,Driver & Passenger,5951,2.4
Mazda,Model_477,Large,37.8,44.5,52.4,33,47,Driver only,6122,4.3
Ford,Model_478,Large,34.5,11.6,62.0,18,42,Driver & Passenger,5528,3.2
Hyundai,Model_479,Van,21.9,38.1,57.6,36,32,Driver only,4369,3.2
BMW,Model_480,Sport,20.8,34.6,34.2,28,25,Driver & Passenger,6173,2.1
Audi,Model_481,Small,17.7,19.4,23.5,16,38,Driver & Passenger,5175,2.3
Ford,Model_482,SUV,29.5,38.9,28.5,31,32,None,6163,2.8
Hyundai,Model_483,Van,43.7,37.8,43.2,20,41,Driver only,5503,4.3
Volkswagen,Model_484,Small,15.8,45.9,57.4,22,28,Driver & Passenger,4859,2.3
Kia,Model_485,Midsize,12.0,49.4,49.2,30,30,Driver only,5632,2.3
Ford,Model_486,Compact,12.9,33.0,40.8,35,29,Driver & Passenger,5621,3.3
Kia,Model_487,Sport,37.1,32.1,43.9,15,22,Driver only,4192,4.4
Toyota,Model_488,Van,21.3,38.0,40.0,32,38,Driver & Passenger,4354,3.0
Mazda,Model_489,Compact,16.7,42.8,63.5,17,46,Driver & Passenger,4057,1.5
Toyota,Model_490,Sport,21.4,26.0,55.3,32,26,Driver & Passenger,5227,4.7
Hyundai,Model_491,Sport,32.1,32.7,53.4,24,42,Driver & Passenger,4119,2.9
Volkswagen,Model_492,Sport,28.5,36.3,39.4,16,24,Driver only,5488,4.1
BMW,Model_493,Compact,35.6,54.5,29.6,33,43,Driver only,6255,1.2
Audi,Model_494,Van,20.9,36.4,13.0,25,43,None,4826,4.3
Mercedes-Benz,Model_495,SUV,25.0,20.1,14.3,33,46,Driver & Passenger,4771,1.2
Kia,Model_496,Large,12.2,36.5,13.6,17,46,Driver & Passenger,5646,4.9
Audi,Model_497,Compact,11.2,46.9,64.0,24,34,Driver & Passenger,5659,4.6
Kia,Model_498,Sport,25.4,48.6,18.1,30,21,Driver & Passenger,4680,2.1
Chevrolet,Model_499,Van,19.5,46.0,19.5,17,30,Driver only,4571,1.9
Ford,Model_500,SUV,30.9,50.0,37.7,33,25,Driver & Passenger,5341,4.1
Hyundai,Model_501,Midsize,10.1,25.1,37.5,34,24,Driver & Passenger,4134,1.6
Mazda,Model_502,Small,12.9,32.8,60.8,35,39,Driver & Passenger,4350,4.5
Mercedes-Benz,Model_503,Sport,40.1,45.1,15.9,21,26,Driver & Passenger,4573,1.1
Subaru,Model_504,Midsize,29.2,21.9,62.7,31,23,Driver only,5654,3.6
Kia,Model_505,Large,34.5,26.7,23.5,22,24,Driver only,5855,2.0
Audi,Model_506,SUV,39.2,47.4,63.4,17,43,Driver & Passenger,4199,4.4
Hyundai,Model_507,SUV,25.4,44.7,40.7,21,24,Driver only,6290,2.5
Honda,Model_508,Sport,36.3,53.7,46.6,24,46,None,5165,2.7
Mercedes-Benz,Model_509,SUV,27.6,54.8,28.7,33,46,Driver & Passenger,5880,1.6
Honda,Model_510,Midsize,16.6,20.8,44.4,29,44,Driver only,5827,3.5
Toyota,Model_511,Sport,20.8,50.5,49.7,29,29,Driver & Passenger,5012,2.9
Mazda,Model_512,Compact,26.4,14.3,12.5,19,37,Driver & Passenger,5520,1.0
Lexus,Model_513,Van,20.1,41.9,13.8,17,21,Driver only,6137,3.9
Lexus,Model_514,Midsize,20.7,19.9,64.3,17,34,Driver & Passenger,5815,1.5
Subaru,Model_515,Van,20.8,23.5,36.3,18,28,Driver & Passenger,5044,3.1
Chevrolet,Model_516,Compact,13.0,52.6,61.6,29,21,None,4302,3.2
Audi,Model_517,Compact,11.6,21.8,50.7,30,22,Driver only,4324,2.2
Hyundai,Model_518,Van,10.2,40.3,31.8,19,41,Driver only,4782,1.9
Subaru,Model_519,Midsize,12.5,18.0,20.0,35,39,Driver & Passenger,5950,2.2
Ford,Model_520,Van,21.0,14.2,63.8,22,43,Driver only,5753,2.6
Ford,Model_521,Van,30.2,25.3,43.0,24,43,Driver & Passenger,6307,4.7
Audi,Model_522,Small,15.4,38.1,22.2,36,21,None,5195,3.7
Hyundai,Model_523,Midsize,40.9,21.2,48.1,35,21,None,4625,4.9
BMW,Model_524,Small,38.0,23.5,16.9,16,38,None,4444,1.3
Chevrolet,Model_525,Sport,27.5,41.9,58.0,28,33,None,4082,1.2
Hyundai,Model_526,SUV,34.9,14.6,16.8,19,46,Driver & Passenger,4153,1.2
Kia,Model_527,Van,21.9,30.1,24.5,21,37,Driver & Passenger,4433,4.4
Hyundai,Model_528,Sport,9.8,52.4,16.8,25,40,Driver only,4416,4.3
Lexus,Model_529,Midsize,41.5,27.9,17.5,17,20,Driver & Passenger,5853,2.8
Mercedes-Benz,Model_530,Van,13.2,29.5,39.8,26,26,Driver & Passenger,6149,2.7
BMW,Model_531,SUV,43.1,43.2,48.4,28,27,Driver & Passenger,5879,2.7
Kia,Model_532,Sport,29.4,45.1,53.8,37,31,None,6014,4.8
Kia,Model_533,Large,19.7,44.6,48.8,15,23,Driver only,4161,2.0
BMW,Model_534,Compact,26.6,54.9,31.3,36,42,Driver & Passenger,4641,3.9
Toyota,Model_535,Van,26.8,13.2,41.5,30,44,Driver only,4298,1.4
Honda,Model_536,SUV,9.3,54.2,61.2,29,26,Driver only,6375,2.0
Kia,Model_537,Compact,21.5,52.8,32.5,15,37,Driver only,5456,3.4
BMW,Model_538,Small,35.5,48.3,25.4,37,37,None,4532,3.4
Hyundai,Model_539,Sport,27.1,30.4,39.5,36,45,Driver only,6473,3.2
BMW,Model_540,Small,17.4,49.2,27.8,27,29,None,5382,1.5
Volkswagen,Model_541,SUV,20.7,19.9,25.9,29,29,Driver only,6171,4.0
Subaru,Model_542,Van,40.0,45.6,53.3,31,25,Driver & Passenger,4736,3.8
Nissan,Model_543,Compact,27.7,18.3,59.2,23,43,Driver & Passenger,6026,3.7
Toyota,Model_544,Compact,27.8,46.7,38.6,19,31,Driver & Passenger,6220,1.5
Mazda,Model_545,Sport,43.6,37.7,53.3,37,29,Driver & Passenger,4738,1.9
Nissan,Model_546,Van,20.2,14.4,21.9,26,46,Driver & Passenger,5441,4.6
Subaru,Model_547,Large,26.0,50.3,41.0,31,32,Driver & Passenger,6207,2.9
Subaru,Model_548,Large,38.1,36.0,45.7,25,45,Driver & Passenger,5142,2.7
Subaru,Model_549,Sport,36.2,39.5,38.0,25,46,Driver & Passenger,4960,4.5
Nissan,Model_550,Van,18.2,22.8,18.2,22,31,Driver & Passenger,4870,2.2
Audi,Model_551,Sport,14.0,49.2,50.9,29,38,Driver & Passenger,4088,4.3
Honda,Model_552,Van,34.1,34.5,56.5,16,20,None,4691,2.8
BMW,Model_553,SUV,17.9,29.0,45.7,36,20,Driver & Passenger,6497,3.5
Mercedes-Benz,Model_554,SUV,42.2,34.0,21.0,24,30,Driver & Passenger,6179,2.5
Honda,Model_555,Small,13.2,41.6,16.0,35,37,Driver & Passenger,5615,4.7
Lexus,Model_556,Sport,20.1,41.3,28.0,36,45,Driver & Passenger,6110,1.4
Hyundai,Model_557,Van,10.5,26.1,14.0,28,41,Driver only,5831,1.9
Chevrolet,Model_558,Large,34.2,27.3,56.5,19,21,Driver only,4107,1.8
Audi,Model_559,Van,41.0,35.3,49.3,31,25,Driver only,5719,2.0
Mazda,Model_560,SUV,31.7,51.6,41.9,32,35,Driver & Passenger,5619,2.8
Honda,Model_561,Van,42.7,43.5,59.2,33,46,None,5410,1.5
Mercedes-Benz,Model_562,Sport,13.2,27.6,17.8,21,20,Driver & Passenger,6368,1.2
Ford,Model_563,Small,11.7,25.2,49.9,32,28,Driver only,5005,3.3
Subaru,Model_564,Small,39.1,33.6,19.8,26,47,Driver & Passenger,5917,3.0
Kia,Model_565,Small,39.7,49.1,15.2,29,34,Driver & Passenger,4306,2.4
Lexus,Model_566,Small,38.8,10.4,19.0,28,35,Driver & Passenger,4280,1.7
Chevrolet,Model_567,SUV,37.7,42.0,62.4,24,33,Driver & Passenger,4207,1.5
Toyota,Model_568,Midsize,21.7,23.3,35.3,31,26,Driver & Passenger,4808,4.6
Mazda,Model_569,Sport,16.4,19.4,14.6,15,20,Driver & Passenger,4739,2.7
Hyundai,Model_570,Compact,42.4,10.5,42.9,18,35,Driver & Passenger,5669,4.8
Chevrolet,Model_571,Sport,19.7,50.3,22.6,23,28,Driver & Passenger,4918,2.3
Subaru,Model_572,Midsize,23.0,51.1,12.4,18,44,Driver & Passenger,4165,3.5
Kia,Model_573,Small,34.0,12.8,52.2,33,30,Driver & Passenger,5084,3.3
Audi,Model_574,Midsize,19.2,33.5,20.2,19,29,Driver & Passenger,6050,1.7
Kia,Model_575,Large,38.4,16.9,62.0,32,30,Driver & Passenger,6024,3.0
Nissan,Model_576,Large,11.1,44.1,43.4,29,25,Driver only,4646,2.9
Kia,Model_577,SUV,37.4,39.9,16.6,34,21,Driver & Passenger,6393,3.0
Nissan,Model_578,Sport,30.5,23.4,23.5,22,37,Driver only,5483,2.2
Lexus,Model_579,Sport,29.4,15.3,44.4,16,31,Driver & Passenger,6481,2.0
Audi,Model_580,Compact,25.2,47.4,29.9,27,33,Driver only,4955,2.6
Hyundai,Model_581,SUV,18.6,40.3,40.2,27,27,None,4960,4.7
Hyundai,Model_582,Compact,25.4,10.3,54.4,28,44,None,4704,3.3
Subaru,Model_583,Large,24.9,38.3,54.0,29,23,Driver & Passenger,6400,2.9
Nissan,Model_584,Small,29.8,46.5,49.0,35,37,Driver & Passenger,6109,1.8
Toyota,Model_585,Midsize,18.8,36.6,59.0,26,40,Driver & Passenger,4507,4.7
Kia,Model_586,Compact,11.3,29.1,22.6,37,32,None,6100,3.6
Kia,Model_587,Van,13.8,36.3,21.4,19,42,Driver & Passenger,5544,5.0
Toyota,Model_588,Compact,34.0,37.9,54.4,17,33,Driver & Passenger,5664,1.7
Hyundai,Model_589,Small,9.3,38.8,29.0,32,39,Driver & Passenger,4398,2.6
Ford,Model_590,Small,39.8,53.5,39.1,17,47,Driver only,5880,2.3
Lexus,Model_591,Sport,33.8,18.0,51.4,28,44,Driver only,5131,2.3
BMW,Model_592,Midsize,36.5,38.0,33.0,16,47,Driver & Passenger,4803,1.1
Hyundai,Model_593,Small,39.0,18.5,18.9,32,34,None,6441,3.2
Mazda,Model_594,SUV,13.0,19.4,48.0,27,39,Driver & Passenger,5585,3.4
Mercedes-Benz,Model_595,Compact,38.5,40.1,55.3,16,43,None,4068,1.2
Nissan,Model_596,Compact,26.9,51.2,12.7,26,38,None,4097,4.5
Toyota,Model_597,Large,40.8,17.2,41.8,16,47,Driver only,5638,1.8
Mercedes-Benz,Model_598,Small,40.9,53.3,36.9,22,33,Driver only,4015,1.6
Audi,Model_599,Van,9.4,24.4,25.8,19,31,Driver & Passenger,5102,1.7
Hyundai,Model_600,Sport,22.5,27.6,20.5,25,41,Driver only,5766,2.7
Nissan,Model_601,Midsize,27.7,16.9,22.0,27,34,Driver & Passenger,6457,1.3
BMW,Model_602,Van,33.3,37.7,50.4,35,25,Driver & Passenger,5986,4.3
Mercedes-Benz,Model_603,Sport,18.9,36.8,40.4,31,38,Driver & Passenger,5234,3.7
Audi,Model_604,Compact,17.7,29.9,64.0,30,21,Driver & Passenger,4183,2.9
Chevrolet,Model_605,Van,22.4,31.4,24.9,33,25,Driver only,5943,3.0
Subaru,Model_606,Sport,26.8,38.0,62.7,29,42,Driver only,6242,2.6
Kia,Model_607,Compact,43.2,36.3,39.3,32,42,None,4039,3.9
Chevrolet,Model_608,Compact,36.3,26.8,19.7,20,45,Driver only,4702,4.8
Nissan,Model_609,Compact,24.2,49.8,19.9,18,30,Driver & Passenger,5338,3.2
BMW,Model_610,Compact,10.5,40.0,44.3,18,20,Driver & Passenger,6108,3.3
Hyundai,Model_611,SUV,14.7,19.2,56.1,27,47,None,5715,3.1
Mercedes-Benz,Model_612,Compact,25.1,24.4,51.6,23,41,Driver only,6083,4.6
Lexus,Model_613,Large,38.2,45.5,46.7,24,28,Driver & Passenger,5251,3.5
Subaru,Model_614,Van,22.4,14.7,21.1,28,32,Driver only,4542,4.5
Nissan,Model_615,Sport,28.2,43.8,17.7,22,28,None,5146,3.3
Hyundai,Model_616,Large,41.1,26.1,12.0,17,34,Driver & Passenger,6310,3.8
Toyota,Model_617,SUV,41.9,34.8,17.4,23,47,Driver & Passenger,6170,3.6
Lexus,Model_618,Large,16.4,22.6,52.6,15,37,Driver & Passenger,6265,2.8
Lexus,Model_619,Small,10.1,54.4,59.4,29,23,Driver & Passenger,5369,1.5
Lexus,Model_620,Small,19.6,50.8,24.7,29,41,Driver & Passenger,4275,2.7
Honda,Model_621,Small,33.9,51.8,54.1,21,23,None,4928,4.5
Nissan,Model_622,Midsize,43.2,18.3,22.5,29,31,None,4912,3.6
Subaru,Model_623,Small,11.3,47.9,25.2,21,28,Driver & Passenger,5508,4.8
Kia,Model_624,Sport,9.5,34.1,23.9,27,37,Driver & Passenger,6053,2.1
Kia,Model_625,Large,40.8,41.9,14.7,26,45,Driver & Passenger,6170,2.9
Nissan,Model_626,Sport,35.8,19.8,22.3,32,25,Driver only,5109,4.0
Audi,Model_627,Van,44.7,42.0,31.8,21,36,Driver & Passenger,5765,1.5
Honda,Model_628,Small,23.0,51.1,33.5,21,44,Driver only,4361,1.4
Toyota,Model_629,SUV,23.7,22.0,28.4,29,36,None,4040,4.0
Lexus,Model_630,Midsize,14.8,20.5,39.3,23,32,Driver & Passenger,5753,3.7
Lexus,Model_631,Van,12.7,14.7,32.0,20,31,Driver & Passenger,5371,2.9
Nissan,Model_632,SUV,29.6,22.0,63.4,23,33,Driver & Passenger,4113,1.3
Audi,Model_633,Midsize,21.8,34.1,54.8,33,27,Driver & Passenger,5900,3.5
